name,total_hg19_counts,total_mm10_counts,unique_hg19_genes,unique_mm10_genes,hg19_unique_count_ratio,mm10_unique_count_ratio,hg19_multiplet,mm10_multiplet,hg19_mm10_multiplet,Multiplet,Multiplet_Type,Droplet_Contents
alignments.possorted.tagged_BC02765_N04,5815,62,5298,61,0.989258273068232,0.996060094158625,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02766_N02,4301,48,3989,46,0.990999096959253,0.989006095447156,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02767_N03,4782,38,4356,37,0.988987499922059,0.992668696792005,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02768_N02,3157,48,2966,48,0.992254556032811,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02769_N02,4737,49,4298,49,0.988508520017141,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02770_N03,5560,69,5027,69,0.988313743038629,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02771_N01,2367,42,2256,42,0.993818038827813,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02772_N03,27,6418,27,5770,1,0.987859457085935,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02773_N01,2924,37,2784,36,0.993852199514552,0.99241218580678,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02774_N03,5380,74,4921,74,0.98961909117964,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02775_N02,19,4999,18,4609,0.981637513409912,0.990462951295336,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02776_N04,33,5325,17,4701,0.810298074364218,0.985473773976178,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02777_N04,3219,28,3085,27,0.994735667848416,0.989086010759597,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02778_N03,35,8388,35,7187,1,0.982895866632069,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02779_N03,21,5163,19,4619,0.96712671343233,0.986976720319537,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02780_N03,29,5311,29,4853,1,0.989486132484809,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02781_N05,27,9414,25,7918,0.976649013811952,0.981086319230611,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC02782_N02,3816,26,3541,26,0.990930767422254,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02783_N02,4619,44,4295,41,0.991380984938747,0.98133878741673,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02784_N01,2802,39,2639,38,0.992449896636888,0.992909772262,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02785_N03,17,4868,17,4498,1,0.990689488886182,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02787_N01,2588,22,2475,22,0.994318994521518,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02788_N01,2354,21,2234,21,0.993260796547058,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02789_N02,2763,22,2649,22,0.994682679066568,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02790_N01,12,3166,12,2992,1,0.992986931918969,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02791_N02,4324,26,4020,25,0.991292456656444,0.987962077643931,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02792_N03,22,6087,22,5487,1,0.988091031012458,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02793_N02,22,4702,22,4360,1,0.991069277920236,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02794_N03,19,6346,19,5653,1,0.986792615013995,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02795_N04,5439,49,4913,49,0.988175058409591,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02796_N04,6995,62,6247,61,0.987225247146597,0.996060094158625,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC02797_N03,24,5326,23,4894,0.986608277678501,0.990141373542719,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02798_N02,26,3602,26,3374,1,0.992015104394003,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02799_N02,4712,61,4388,61,0.991577202877867,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02800_N03,4752,47,4423,47,0.991525553501723,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02801_N03,33,7070,32,6367,0.991199315852803,0.988184045684907,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02802_N03,4694,57,4316,57,0.990069121237319,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02803_N02,22,4608,20,4271,0.969165683990922,0.99099691914394,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02804_N04,24,5263,24,4808,1,0.989447339868821,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02805_N02,3291,40,3140,40,0.994200644664423,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02806_N05,37,11406,35,9605,0.984610602484143,0.981603760267319,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02807_N02,4213,43,3928,43,0.991607335514921,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02808_N01,2372,29,2274,29,0.994570784683668,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02809_N04,5808,95,5293,94,0.989286814918268,0.997676241676613,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02810_N04,32,5862,32,5312,1,0.988644578687893,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02811_N04,4983,45,4609,44,0.990835899240725,0.994096441196862,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02812_N02,28,3676,27,3408,0.989086010759597,0.990779115244836,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02813_N02,4281,168,3941,168,0.990103718743952,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02814_N03,19,5884,19,5350,1,0.98903913264718,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02815_N04,27,7122,25,6455,0.976649013811952,0.988915096063471,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02816_N03,37,7089,36,6280,0.99241218580678,0.986333159003625,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02817_N03,3314,26,3120,26,0.992558157163384,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02818_N03,31,5098,31,4678,1,0.989928355353919,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02819_N02,4121,34,3825,34,0.991045324585689,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02820_N02,3739,56,3472,56,0.990994136328785,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02821_N03,28,6115,28,5491,1,0.987654484114433,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02822_N02,27,4748,26,4392,0.98854909101475,0.990793341429456,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02823_N02,3132,34,2975,34,0.993611006253478,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02824_N01,2308,25,2207,24,0.994221793400233,0.987317934353082,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02825_N04,6276,294,5663,291,0.988246419184183,0.998195415462254,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02826_N03,3119,33,2966,32,0.993748101905162,0.991199315852803,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02827_N03,4494,37,4171,37,0.991131636374776,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02828_N02,3449,33,3228,33,0.991870502404463,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02829_N02,22,4993,22,4486,1,0.987426243762921,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02830_N01,13,2886,13,2755,1,0.99416965436929,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02831_N02,21,4712,21,4307,1,0.989374291110258,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02832_N03,4773,46,4419,45,0.990902601193613,0.994259345694029,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02833_N03,38,4167,37,3862,0.992668696792005,0.990880430769696,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02834_N02,24,5120,23,4735,0.986608277678501,0.990847261592249,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02835_N04,4159,37,3923,37,0.99298958554622,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02836_N04,6843,42,6154,42,0.987982767834029,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02837_N02,2491,28,2400,28,0.995241252252701,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02838_N03,3796,37,3579,36,0.992857732458576,0.99241218580678,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02839_N01,2325,33,2237,32,0.995022320919784,0.991199315852803,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02840_N03,25,4890,25,4504,1,0.990320550909686,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02841_N04,12,7683,12,6726,1,0.985130996847071,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02842_N02,4151,39,3823,38,0.990119699749073,0.992909772262,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02843_N04,23,9254,23,7906,1,0.982761723341368,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02844_N01,2860,23,2724,23,0.993878272820214,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02845_N03,3712,41,3512,39,0.993261596082415,0.9865330685183,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02846_N01,2125,26,2059,26,0.995881842614967,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02847_N01,2871,28,2737,27,0.99399705152298,0.989086010759597,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02848_N02,4332,39,4043,39,0.991754942154453,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02849_N03,14,6351,14,5739,1,0.988428158022995,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02850_N02,3145,29,2945,26,0.991841496401289,0.967570627150561,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02851_N03,3909,42,3668,41,0.992306281129059,0.993552787153476,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02852_N04,37,6471,34,5882,0.976582855087353,0.98912445796547,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02853_N03,5593,49,5083,49,0.98891978519112,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02854_N02,3573,31,3372,29,0.992922821112253,0.980579026499701,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02855_N01,2501,31,2391,31,0.994251482620412,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02856_N02,2598,25,2480,25,0.994087965069432,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02857_N02,4514,53,4145,53,0.989865536726999,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02858_N01,14,2981,14,2812,1,0.992704657758836,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02859_N03,5071,42,4692,40,0.990894803033224,0.986946367883676,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02860_N02,3162,38,3021,36,0.994339612520454,0.985136511165321,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02861_N02,26,4314,26,3944,1,0.989286239713769,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02862_N03,24,5972,23,5487,0.986608277678501,0.990258561482574,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02863_N06,34,10103,34,8466,1,0.980828307986407,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC02864_N01,2499,21,2414,20,0.995576802748564,0.983974444213354,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02865_N01,17,3126,17,2944,1,0.992546137280012,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02866_N02,2565,24,2467,24,0.995037316992894,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02867_N02,3904,54,3664,52,0.992327921831138,0.990538862140762,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02868_N01,12,3685,12,3428,1,0.991196627162927,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02869_N01,11,3300,11,3119,1,0.993037240852428,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02870_N04,23,6204,23,5667,1,0.989633013694293,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02871_N04,27,6500,27,5868,1,0.988349262803411,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02872_N04,46,8886,46,7607,1,0.982907593685145,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02873_N03,5425,59,5000,58,0.990512601588646,0.995807657539761,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02874_N01,2309,27,2214,27,0.994575076844789,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02875_N04,22,6854,22,6191,1,0.98848176747939,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02876_N03,27,6901,25,6183,0.976649013811952,0.987571275255463,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02877_N03,17,7273,17,6525,1,0.987794778019579,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02878_N03,24,6381,24,5756,1,0.988234095038627,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02879_N01,2937,18,2777,18,0.992984792212329,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02880_N04,38,7372,37,6493,0.992668696792005,0.985743062138591,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02881_N03,30,5402,27,4896,0.969022522413464,0.988556585094697,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02882_N05,5264,50,4807,48,0.989401125907422,0.989564991191613,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02883_N03,28,6806,28,6139,1,0.988313181789345,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02884_N02,3705,41,3471,40,0.992060722867734,0.993350711351002,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02885_N02,21,5542,21,5022,1,0.988570078872095,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02886_N03,4118,49,3687,47,0.986717186463934,0.989292235198835,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC02887_N02,3826,39,3555,39,0.991094716221495,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02888_N04,22,4922,22,4485,1,0.989063485028788,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02889_N01,2453,22,2342,22,0.994067123339461,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02890_N02,22,5632,21,4974,0.984950056061394,0.985614044692675,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02891_N04,26,6316,26,5710,1,0.988473442906952,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02892_N04,20,5899,19,5350,0.982877877692756,0.988749109682229,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02893_N03,5650,36,5113,36,0.988440273174482,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02894_N03,4066,48,3802,47,0.99192188703129,0.994561530352335,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02895_N02,18,5546,18,5084,1,0.989910649971556,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02896_N03,15,4049,15,3730,1,0.990120457697691,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02897_N04,5974,59,5367,58,0.987677342482206,0.995807657539761,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02898_N03,21,5493,21,5049,1,0.990212274888152,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02899_N01,13,3006,13,2864,1,0.993957438405188,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02900_N02,33,5486,33,5012,1,0.989504665363601,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02901_N04,29,8374,28,7322,0.989578783218637,0.985137846439034,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02902_N01,7,2630,7,2541,1,0.995628281609786,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02903_N02,20,4968,20,4521,1,0.988921788833,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02904_N03,4329,39,4010,38,0.990858176580883,0.992909772262,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02905_N02,2621,29,2478,29,0.99287232588255,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02906_N04,4805,60,4440,54,0.990680804120067,0.974266817543894,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02907_N03,4412,43,4084,40,0.990794752913263,0.980771918708109,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02908_N03,4106,38,3839,38,0.991918780146627,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02909_N03,4927,33,4515,32,0.989729462514165,0.991199315852803,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02910_N03,32,6182,31,5599,0.990839262077375,0.988652843724376,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02911_N03,33,6797,33,6109,1,0.987906234915881,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02912_N03,4917,63,4561,58,0.991158508489957,0.980041267951445,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02913_N02,4447,35,4063,35,0.989249017155984,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02914_N04,29,6159,29,5580,1,0.98868560767922,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02915_N02,20,3441,20,3200,1,0.991083543708279,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02916_N01,2736,29,2596,28,0.993363213722724,0.989578783218637,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02917_N03,4550,46,4210,44,0.990779334134315,0.988389677181154,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02918_N03,4291,52,3991,52,0.991334816322237,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02919_N04,13,5533,12,5044,0.968793649886034,0.989263688332902,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02920_N04,4595,50,4253,49,0.990828095498315,0.994835739133056,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02921_N03,3359,46,3179,46,0.993216661542894,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02922_N05,9204,86,8026,83,0.984995508185192,0.992028756157659,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC02923_N02,4202,39,3915,39,0.991520724615292,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02924_N03,4549,56,4209,56,0.990776985675846,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02925_N02,19,4761,19,4333,1,0.98887633230856,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02926_N01,2987,20,2837,20,0.993561331715696,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02927_N02,3255,33,3075,33,0.992966401671411,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02928_N01,2809,20,2653,19,0.992804373807947,0.982877877692756,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02929_N02,3509,37,3283,37,0.991844572626262,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02930_N03,22,6311,22,5711,1,0.988582921294942,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02931_N03,3899,30,3656,28,0.992217373411512,0.979715122721506,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02932_N03,22,6514,22,5836,1,0.987484431974372,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02933_N04,38,9147,38,7979,1,0.985022458953667,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02934_N01,18,3450,18,3258,1,0.992970806467913,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02935_N03,3350,406,3175,400,0.993389849297139,0.997521189297711,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02936_N03,5816,42,5253,42,0.988254605938081,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02937_N02,4572,36,4237,36,0.990970820047213,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02938_N05,44,6869,43,6108,0.993924850377835,0.986709433614877,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02939_N02,2737,39,2616,39,0.994287027102782,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02940_N03,22,5872,22,5289,1,0.987950369343389,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02942_N06,5712,67,5139,66,0.987779566306666,0.996423548942629,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02943_N04,5704,57,5138,55,0.987917133164174,0.991165562780209,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02944_N03,43,6741,43,6007,1,0.986923400351247,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02945_N03,22,6207,21,5588,0.984950056061394,0.987970796084333,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02946_N02,2922,52,2679,46,0.989119741093285,0.968971207340167,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02947_N02,7,4277,7,3999,1,0.991961793775542,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02948_N06,37,9546,37,8294,1,0.984658256638976,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02949_N04,10,3990,10,3768,1,0.993095754318038,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02950_N02,3959,39,3697,39,0.991734442123859,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02951_N03,29,6637,29,5991,1,0.988363991108884,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02952_N02,22,4098,22,3795,1,0.990765533736667,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02953_N04,4751,59,4424,59,0.991576904315499,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02954_N04,22,6722,22,6064,1,0.988311082182164,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02955_N02,2617,30,2487,30,0.993525685157586,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02956_N04,21,6500,20,5873,0.983974444213354,0.98844627410084,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02957_N03,29,6530,28,5779,0.989578783218637,0.9860912989923,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC02958_N03,4591,64,4225,63,0.990147052725342,0.996213320583319,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02959_N03,1305,59,1245,58,0.993439115651347,0.995807657539761,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC02960_N03,3879,39,3584,39,0.990427845939591,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
