name,total_hg19_counts,total_mm10_counts,unique_hg19_genes,unique_mm10_genes,hg19_unique_count_ratio,mm10_unique_count_ratio,hg19_multiplet,mm10_multiplet,hg19_mm10_multiplet,Multiplet,Multiplet_Type,Droplet_Contents
alignments.possorted.tagged_BC01647_N01,3232,36,3047,35,0.992705768102498,0.99213876710281,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01648_N02,4523,37,4206,37,0.991366994073577,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01649_N02,3307,53,3166,50,0.994623202668567,0.985323772308761,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01650_N03,30,8089,30,7205,1,0.98713863796672,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01651_N03,28,6537,27,5889,0.989086010759597,0.988117317633128,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01652_N04,35,8312,35,7334,1,0.986130430348567,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01653_N02,4264,37,3938,35,0.990483960389437,0.984610602484143,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01654_N02,37,7391,37,6583,1,0.987003565650411,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01655_N03,5113,43,4709,43,0.990361222096059,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01656_N03,21,6219,21,5634,1,0.988690860720694,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01657_N03,28,8392,27,7367,0.989086010759597,0.985581869284664,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01658_N02,3868,28,3624,28,0.992111948942796,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01659_N03,37,9012,35,7904,0.984610602484143,0.985593722488293,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01660_N03,5081,57,4677,56,0.990290793772562,0.99562222293835,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01661_N03,5146,60,4763,58,0.990949892539399,0.991719907506445,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01662_N02,23,5561,23,5125,1,0.990532021964785,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01663_N02,34,6281,34,5571,1,0.986283507108976,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01664_N04,35,9152,35,7960,1,0.984702082855115,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01665_N04,3237,5902,3044,5356,0.992394026798802,0.988820300792894,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01666_N03,5965,53,5480,52,0.990245315286316,0.995202318775182,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01667_N03,7385,63,6506,62,0.985772633398359,0.996138107398603,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC01668_N02,4659,43,4279,40,0.989927078649137,0.980771918708109,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01669_N02,27,6106,27,5544,1,0.988923330109503,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01670_N04,35,9513,33,8191,0.983450143556892,0.983666318521017,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01671_N01,3577,45,3386,42,0.993293412311163,0.981875758181253,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01672_N02,30,6690,30,6022,1,0.988057443750151,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01673_N03,20,6894,20,6242,1,0.988759193020966,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01674_N01,3349,39,3159,37,0.992803934116706,0.985630449663366,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01675_N03,5707,46,5163,46,0.988418257820279,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01676_N02,28,8257,28,7133,1,0.983775097270775,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01677_N06,3369,6643,3161,5950,0.992154073080239,0.987482279669595,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01678_N02,3468,38,3243,37,0.991770765737033,0.992668696792005,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01679_N02,32,6625,32,5856,1,0.985976914967056,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01680_N02,37,5716,34,5214,0.976582855087353,0.989374444131862,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01681_N02,5578,52,5121,52,0.990091032419581,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01682_N02,5177,64,4757,64,0.990106558901101,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01683_N04,6197,36,5645,36,0.989315503509041,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01684_N02,19,6838,18,6181,0.981637513409912,0.988560322299247,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01685_N02,3712,40,3490,40,0.99249706387056,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01686_N02,22,6245,22,5605,1,0.987628395623558,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01687_N03,22,5438,21,4981,0.984950056061394,0.989794329543387,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01688_N04,44,9542,43,8345,0.993924850377835,0.985372274928013,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01689_N02,19,5951,19,5384,1,0.988479570066724,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01690_N01,18,4265,17,3958,0.980224545965827,0.991062267418132,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01691_N03,30,6662,29,6011,0.990032465666808,0.988320471197423,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01692_N01,3094,30,2918,30,0.99271311450683,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01693_N03,4397,48,4081,45,0.991109393419663,0.983328553346695,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01694_N05,3011,6806,2844,6146,0.992876336897007,0.988442306885276,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01695_N04,5606,57,5075,54,0.988471313359237,0.986627124493716,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01696_N04,30,9979,28,8321,0.979715122721506,0.980267621042152,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01697_N03,20,6254,20,5633,1,0.988035764806344,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01698_N03,6433,62,5780,62,0.987793942975876,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01699_N04,43,12036,43,9851,1,0.978678534501548,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01700_N04,2844,6258,2674,5647,0.992249932021395,0.988247457284043,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01701_N03,32,6244,31,5608,0.990839262077375,0.987707720841973,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01702_N02,3919,52,3669,52,0.992032798396134,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01703_N01,2573,25,2473,25,0.994952067496205,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01704_N01,14,4464,14,4085,1,0.989442455621814,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01705_N01,2872,25,2723,25,0.993309554576582,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01706_N02,27,6303,27,5738,1,0.989265362444851,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01707_N02,36,6708,21,5744,0.849590162633575,0.982392007263345,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01708_N04,37,10554,35,8959,0.984610602484143,0.982314149475094,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01709_N04,6065,43,5533,43,0.989460238366039,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01710_N03,41,9956,41,8423,1,0.981836782039289,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01711_N03,5083,34,4692,33,0.990620350870927,0.991534341726749,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01712_N03,3202,44,3043,44,0.993689952459905,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01713_N04,31,10442,30,8778,0.990451384681875,0.981241062420344,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01714_N06,7651,75,6805,75,0.986896558973081,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC01715_N02,36,5932,35,5366,0.99213876710281,0.988457950589608,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01716_N02,24,5729,24,5207,1,0.988959453344014,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01717_N02,4989,43,4559,42,0.989414881342233,0.993743885811336,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01718_N03,27,6798,26,6110,0.98854909101475,0.987908313900202,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01719_N01,13,4720,13,4339,1,0.990050918463474,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01720_N02,5132,43,4737,43,0.990625181750723,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01721_N01,2766,31,2642,31,0.994212603715234,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01722_N05,2599,8351,2486,7300,0.994346632395731,0.985104661158013,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01723_N03,34,8088,34,7033,1,0.984466992655332,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01724_N03,23,7819,23,6834,1,0.98497971553997,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01725_N03,16,6466,16,5780,1,0.987217916986532,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01726_N03,36,7087,36,6360,1,0.987792293020921,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01727_N01,9,3727,9,3488,1,0.99194062727159,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01728_N04,30,7754,29,6903,0.990032465666808,0.987019517051129,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01729_N02,12,5319,12,4921,1,0.990934469534507,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01730_N04,4824,39,4484,39,0.991382518241564,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01731_N03,5278,67,4818,65,0.989361204588577,0.992792493473704,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01732_N04,7162,67,6386,67,0.987080425650944,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC01733_N03,38,9928,37,8469,0.992668696792005,0.982729041027066,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01734_N04,35,7807,34,6935,0.991846779451149,0.986785376231438,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01735_N02,32,5432,32,4952,1,0.989242420848278,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01736_N02,5629,38,5144,37,0.989566456188734,0.992668696792005,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01737_N03,1853,3929,1782,3644,0.994807721396681,0.99090119800041,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01738_N02,30,4764,29,4366,0.990032465666808,0.989698664376999,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01739_N02,3616,43,3427,43,0.993447773833012,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01740_N02,4848,39,4476,38,0.990592336378456,0.992909772262,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01741_N01,2775,29,2652,29,0.994281741534796,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01742_N03,22,8126,21,7284,0.984950056061394,0.987849519798445,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01743_N03,5669,47,5144,45,0.988755714807365,0.988705598735897,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01744_N03,6161,58,5555,58,0.988134225806274,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01745_N02,4502,33,4214,33,0.992141315967859,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01746_N03,28,7965,28,7114,1,0.98742128110452,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01747_N02,37,6296,36,5658,0.99241218580678,0.987786000066363,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01748_N02,4281,56,4022,55,0.992536741284164,0.995523743790102,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01749_N02,4006,34,3747,34,0.99194294177156,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01750_N02,5725,56,5225,55,0.989438114032154,0.995523743790102,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01751_N02,27,5859,27,5289,1,0.988202756574973,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01752_N03,5729,63,5223,62,0.989314009015761,0.996138107398603,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01753_N02,5357,46,4902,45,0.989662335894267,0.994259345694029,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01754_N03,7192,47,6493,47,0.988486905233213,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01755_N02,34,6213,33,5613,0.991534341726749,0.98837257911201,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01756_N04,7377,70,6641,68,0.988198624110618,0.993176987328043,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01757_N03,5690,62,5179,61,0.989117141518539,0.996060094158625,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01758_N02,20,6081,20,5559,1,0.989699104952079,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01759_N01,2773,40,2655,40,0.994514778060742,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01760_N03,19,5705,19,5238,1,0.990125764023191,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01761_N02,5224,44,4782,44,0.989673597694873,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01762_N02,19,7098,19,6366,1,0.98772586561788,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01763_N02,29,7606,29,6720,1,0.986141488883181,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01764_N03,28,9592,28,8153,1,0.982271888998123,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01765_N02,4362,33,4051,33,0.991174122974091,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01766_N01,21,3735,21,3531,1,0.993171639354784,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01767_N02,27,6249,27,5652,1,0.988511446710131,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01768_N01,2961,37,2829,35,0.994294739641599,0.984610602484143,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01769_N05,66,12810,65,10702,0.996355911627361,0.980990079329543,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01770_N02,2908,33,2770,30,0.993903837842786,0.972741320266343,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01771_N02,23,5409,23,4976,1,0.990293202720558,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01772_N02,18,4678,18,4307,1,0.990222137081107,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01773_N02,22,6530,22,5821,1,0.986915670260808,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01774_N02,5391,43,4933,43,0.989667300894637,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01775_N05,31,7914,30,6874,0.990451384681875,0.984304694185014,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01776_N05,24,8635,23,7659,0.986608277678501,0.986766564864075,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01777_N03,23,7247,23,6465,1,0.987153445857702,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01778_N02,3639,39,3258,33,0.986511873729216,0.954401180927405,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC01779_N03,5308,40,4838,40,0.989190390078613,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01780_N03,6578,64,5867,64,0.986988852911202,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC01781_N04,45,8152,33,7021,0.918523134336884,0.983415797264561,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01782_N03,3719,36,3513,36,0.993068606566647,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01783_N05,38,9322,38,7884,1,0.981669652044661,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01784_N03,6352,46,5776,46,0.989144286994837,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01785_N01,13,4456,13,4095,1,0.989944689701406,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01786_N03,2373,6667,2272,5864,0.994403631133195,0.985424292061122,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC01787_N02,21,5286,20,4791,0.983974444213354,0.988530881133977,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01788_N03,19,7679,17,6822,0.962225185885254,0.98677247811573,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01789_N02,29,5643,29,5175,1,0.989977450243435,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01790_N03,27,7959,25,6839,0.976649013811952,0.983115024323602,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01791_N02,30,5848,27,5335,0.969022522413464,0.989415221066224,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01792_N02,16,6249,16,5662,1,0.988713699126993,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01793_N03,36,9674,35,8143,0.99213876710281,0.981227033806037,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01794_N03,5810,62,5220,61,0.987645203690685,0.996060094158625,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01795_N03,30,7152,30,6387,1,0.987253466421122,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01796_N01,3660,47,3442,47,0.992515683747507,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01797_N02,15,4163,15,3860,1,0.990932461710764,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01798_N01,21,3812,20,3595,0.983974444213354,0.992892233865667,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01799_N03,29,8341,29,7128,1,0.982594584627357,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01800_N02,2308,119,2147,117,0.990662635071386,0.996453416962712,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01801_N02,3093,54,2944,54,0.993856796443609,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01802_N04,4613,40,4255,40,0.990424659220681,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01803_N03,6758,59,6026,59,0.986999628268298,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC01804_N03,4903,68,4523,67,0.990506525602018,0.996488906569132,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01805_N03,5565,46,5031,46,0.988302961215221,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01806_N04,24,10123,24,8466,1,0.980617982752411,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01807_N04,36,9117,36,7916,1,0.98450796394272,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01808_N02,18,4847,18,4457,1,0.990115139782159,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01809_N04,29,10839,29,9093,1,0.98109486268452,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC01810_N02,28,6560,28,5923,1,0.988377462833338,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01811_N02,13,4209,13,3902,1,0.990924382773752,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01812_N02,22,7497,22,6590,1,0.985547426578101,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01813_N01,22,3741,22,3519,1,0.992564082629769,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01814_N03,5869,42,5298,42,0.988204484716037,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01815_N02,14,5529,14,5063,1,0.989782988686484,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01816_N02,6202,59,5572,58,0.987733615149459,0.995807657539761,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01817_N02,5497,54,4999,53,0.988972937512363,0.995314061727509,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01818_N03,38,7192,36,6340,0.985136511165321,0.98580177465938,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01819_N02,19,6093,19,5444,1,0.987076553935647,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01820_N01,2859,29,2732,29,0.994290440504706,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01821_N01,10,3852,10,3630,1,0.992810399066058,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01822_N03,31,7261,31,6542,1,0.988270930131635,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01823_N01,12,3855,12,3614,1,0.992181806041318,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01824_N03,37,7541,37,6766,1,0.987853562745966,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01825_N02,32,6188,32,5611,1,0.988788217772686,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01826_N04,35,7138,35,6243,1,0.984901504348036,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01827_N04,5627,48,5139,48,0.989494563105561,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC01828_N06,35,7759,33,6882,0.983450143556892,0.98660830722507,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01829_N02,24,5696,24,5266,1,0.990923048689125,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC01830_N02,3937,32,3703,30,0.992597919797707,0.981378119121704,FALSE,FALSE,FALSE,FALSE,Singlet,Human
